frame_ms,mean_state_share,max_state_share,pixels
44000,0.42672413793108216,0.4267241379310345,10582
44050,0.42672413793108,0.4267241379310345,10300
44100,0.4267241379310778,0.4267241379310345,10017
44150,0.4267241379310778,0.4267241379310345,10019
44200,0.4267241379310778,0.4267241379310345,10019
44250,0.4267241379310778,0.4267241379310345,10017
44300,0.4267241379310778,0.4267241379310345,10017
44350,0.4267241379310778,0.4267241379310345,10016
44400,0.4297520661157234,0.4297520661157025,10016
44450,0.4297520661157234,0.4297520661157025,10299
44500,0.4297520661157235,0.4297520661157025,10582
44550,0.4297520661157235,0.4297520661157025,10428
44600,0.4297520661157235,0.4297520661157025,10428
44650,0.4297520661157235,0.4297520661157025,10536
44700,0.4297520661157234,0.4297520661157025,10253
44750,0.4297520661157234,0.4297520661157025,10029
44800,0.42977681001635193,0.6776859504132231,10020
44850,0.4297520661157234,0.4297520661157025,10017
44900,0.4297520661157234,0.4297520661157025,10017
44950,0.4267241379310778,0.4267241379310345,10016
45000,0.4267241379310778,0.4267241379310345,10016
45050,0.4267241379310778,0.4267241379310345,10016
45100,0.4267241379310778,0.4267241379310345,10016
45150,0.4267241379310778,0.4267241379310345,10017
45200,0.4267241379310778,0.4267241379310345,10017
45250,0.4267241379310778,0.4267241379310345,10019
45300,0.4267241379310778,0.4267241379310345,10019
45350,0.4267241379310778,0.4267241379310345,10017
45400,0.4267241379310778,0.4267241379310345,10017
45450,0.4267241379310778,0.4267241379310345,10016
45500,0.4267241379310778,0.4267241379310345,10016
45550,0.4267241379310778,0.4267241379310345,10016
45600,0.4267241379310778,0.4267241379310345,10016
45650,0.4267241379310778,0.4267241379310345,10017
45700,0.4267241379310778,0.4267241379310345,10017
45750,0.4267241379310778,0.4267241379310345,10019
45800,0.4267241379310778,0.4267241379310345,10019
45850,0.4267241379310778,0.4267241379310345,10017
45900,0.4267241379310778,0.4267241379310345,10017
45950,0.4267241379310778,0.4267241379310345,10016
46000,0.4297520661157234,0.4297520661157025,10016
46050,0.4297520661157234,0.4297520661157025,10299
46100,0.4297520661157235,0.4297520661157025,10582
46150,0.4297520661157235,0.4297520661157025,10428
46200,0.4297520661157235,0.4297520661157025,10428
46250,0.4297520661157235,0.4297520661157025,10536
46300,0.4297520661157234,0.4297520661157025,10253
46350,0.4297520661157234,0.4297520661157025,10029
46400,0.4297520661157234,0.4297520661157025,10019
46450,0.4297520661157234,0.4297520661157025,10017
