frame_ms,mean_state_share,max_state_share,pixels
44000,0.43393003924543355,0.4396551724137931,8558
44050,0.46039617338664723,0.4870689655172414,8294
44100,0.49414138832933374,0.5474137931034483,8029
44150,0.5254396755674949,0.603448275862069,8031
44200,0.5543320280465174,0.6551724137931034,8031
44250,0.5784129513273025,0.6982758620689655,8029
44300,0.5928758534804935,0.7241379310344828,8030
44350,0.6048585730176465,0.7456896551724138,8029
44400,0.6074663194838072,0.7479338842975206,8030
44450,0.6003576783784449,0.7355371900826446,8295
44500,0.581713319023277,0.7024793388429752,8559
44550,0.5564260104094464,0.6570247933884298,8411
44600,0.524201876527328,0.5991735537190083,8411
44650,0.4920207863173385,0.5413223140495868,8518
44700,0.4597651943245782,0.4834710743801653,8253
44750,0.43668348474395285,0.44214876033057854,8041
44800,0.4367066856540382,0.6776859504132231,8032
44850,0.45975950814665506,0.4834710743801653,8029
44900,0.4966983316694883,0.5495867768595041,8030
44950,0.5254202438573704,0.603448275862069,8029
45000,0.5543194700906336,0.6551724137931034,8030
45050,0.5783940610641151,0.6982758620689655,8030
45100,0.592822462538825,0.7241379310344828,8029
45150,0.6049158328681317,0.7456896551724138,8030
45200,0.6073060586409098,0.75,8029
45250,0.6000782528048829,0.7370689655172413,8031
45300,0.5808166844856207,0.7025862068965517,8031
45350,0.5543353618993468,0.6551724137931034,8029
45400,0.5230439730321587,0.5991379310344828,8030
45450,0.48931191242095173,0.5387931034482759,8029
45500,0.4604285652939233,0.4870689655172414,8030
45550,0.43635397432043127,0.44396551724137934,8030
45600,0.43394580421836354,0.4396551724137931,8029
45650,0.46043608021641225,0.4870689655172414,8030
45700,0.49414138832933374,0.5474137931034483,8029
45750,0.5254396755674949,0.603448275862069,8031
45800,0.5543320280465174,0.6551724137931034,8031
45850,0.5784129513273025,0.6982758620689655,8029
45900,0.5928758534804935,0.7241379310344828,8030
45950,0.6048585730176465,0.7456896551724138,8029
46000,0.6074663194838072,0.7479338842975206,8030
46050,0.6003576783784449,0.7355371900826446,8295
46100,0.581713319023277,0.7024793388429752,8559
46150,0.5564260104094464,0.6570247933884298,8411
46200,0.524201876527328,0.5991735537190083,8411
46250,0.4920207863173385,0.5413223140495868,8518
46300,0.4597651943245782,0.4834710743801653,8253
46350,0.43668348474395285,0.44214876033057854,8041
46400,0.4366766795197138,0.44214876033057854,8031
46450,0.45975950814665506,0.4834710743801653,8029
