frame_ms,mean_state_share,max_state_share,pixels
44000,0.43319616626733454,0.4396551724137931,1986
44050,0.45695921509649906,0.4870689655172414,1926
44100,0.48729521821843796,0.5474137931034483,1867
44150,0.5152756218353961,0.603448275862069,1866
44200,0.5411931293195992,0.6551724137931034,1866
44250,0.5628636204126147,0.6982758620689655,1867
44300,0.5757498059651976,0.7241379310344828,1866
44350,0.5864634371822219,0.7456896551724138,1865
44400,0.5891840060942682,0.7479338842975206,1866
44450,0.5828033950378898,0.7355371900826446,1926
44500,0.566115702479351,0.7024793388429752,1976
44550,0.5435069243961279,0.6570247933884298,1918
44600,0.5145069530876547,0.5991735537190083,1919
44650,0.48562341129434844,0.5413223140495868,1941
44700,0.4566972009731323,0.4834710743801653,1882
44750,0.43596370014085956,0.44214876033057854,1866
44800,0.43596370014085956,0.44214876033057854,1866
44850,0.4566835025032584,0.4834710743801653,1867
44900,0.4897978616920659,0.5495867768595041,1866
44950,0.5152283442729153,0.603448275862069,1865
45000,0.5411931293195992,0.6551724137931034,1866
45050,0.5627910522230882,0.6982758620689655,1866
45100,0.5756702412868763,0.7241379310344828,1865
45150,0.5865487674169433,0.7456896551724138,1866
45200,0.5887949504091077,0.75,1867
45250,0.582229182836234,0.7370689655172413,1866
45300,0.5649508445134311,0.7025862068965517,1866
45350,0.5413765399036032,0.6551724137931034,1867
45400,0.5131158295450519,0.5991379310344828,1866
45450,0.4828786088754357,0.5387931034482759,1868
45500,0.4570257697703585,0.4870689655172414,1868
45550,0.4353817470279935,0.44396551724137934,1868
45600,0.4332034999630957,0.4396551724137931,1868
45650,0.45697735626027125,0.4870689655172414,1867
45700,0.48729521821843796,0.5474137931034483,1867
45750,0.5152756218353961,0.603448275862069,1866
45800,0.5411931293195992,0.6551724137931034,1866
45850,0.5628636204126147,0.6982758620689655,1867
45900,0.5757498059651976,0.7241379310344828,1866
45950,0.5864634371822219,0.7456896551724138,1865
46000,0.5891840060942682,0.7479338842975206,1866
46050,0.5828033950378898,0.7355371900826446,1926
46100,0.566115702479351,0.7024793388429752,1976
46150,0.5435069243961279,0.6570247933884298,1918
46200,0.5145069530876547,0.5991735537190083,1919
46250,0.48562341129434844,0.5413223140495868,1941
46300,0.4566972009731323,0.4834710743801653,1882
46350,0.43596370014085956,0.44214876033057854,1866
46400,0.43596370014085956,0.44214876033057854,1866
46450,0.4566835025032584,0.4834710743801653,1867
